工作流名称,子任务名称,开始时间,结束时间,执行时长
WF_LX_ACC_CMS,,2020-10-21 04:42:34,2020-10-21 04:52:04,0:09:30
WF_LX_ACC_CMS,fld_cms_o0102,2020-10-21 04:49:16,2020-10-21 04:50:37,0:01:21
WF_LX_ACC_CMS,fld_cms_e0102,2020-10-21 04:51:09,2020-10-21 04:51:31,0:00:22
WF_LX_ACC_CMS,cut_pi_exit_s_linedesc_acccode0200,2020-10-21 04:44:38,2020-10-21 04:49:16,0:04:38
WF_LX_ACC_CMS,cut_pi_exit_o_linedesc_acccode0200,2020-10-21 04:50:37,2020-10-21 04:51:09,0:00:32
WF_LX_ACC_CMS,cut_pi_exit_e_linedesc_acccode0200,2020-10-21 04:51:31,2020-10-21 04:51:54,0:00:23
WF_LX_ACC_CMS,trigger_next_workflow,2020-10-21 04:51:54,2020-10-21 04:51:56,0:00:02
WF_LX_ACC_CMS,fld_cms0102,2020-10-21 04:42:34,2020-10-21 04:44:38,0:02:04
WF_LX_ACC_DQC,,2020-10-21 04:51:54,2020-10-21 04:55:34,0:03:40
WF_LX_ACC_DQC,t80_od_dqc_result0200,2020-10-21 04:51:54,2020-10-21 04:55:32,0:03:38
WF_LX_ACC_DQC,trigger_next_workflow,2020-10-21 04:55:32,2020-10-21 04:55:34,0:00:02
WF_LX_ACC_T80_OD,,2020-10-21 04:55:33,2020-10-21 05:18:19,0:22:46
WF_LX_ACC_T80_OD,t80_od_line_modify0200,2020-10-21 04:58:09,2020-10-21 05:07:54,0:09:45
WF_LX_ACC_T80_OD,t80_od_transfer0200,2020-10-21 05:07:54,2020-10-21 05:08:46,0:00:52
WF_LX_ACC_T80_OD,t80_od_route_modify0200,2020-10-21 05:14:14,2020-10-21 05:18:08,0:03:54
WF_LX_ACC_T80_OD,t80_passenger_flow0200,2020-10-21 05:07:55,2020-10-21 05:11:33,0:03:38
WF_LX_ACC_T80_OD,trigger_next_workflow,2020-10-21 05:18:08,2020-10-21 05:18:10,0:00:02
WF_LX_ACC_T80_OD,t80_od_line0200,2020-10-21 04:55:33,2020-10-21 04:58:09,0:02:36
WF_LX_ACC_T80_OD,t80_od_transfer_modify0200,2020-10-21 05:08:46,2020-10-21 05:10:20,0:01:34
WF_LX_ACC_T80_OD,t80_passenger_flow_modify0200,2020-10-21 05:11:33,2020-10-21 05:14:03,0:02:30
WF_LX_ACC_T80_OD,t80_od_route0200,2020-10-21 05:10:20,2020-10-21 05:14:14,0:03:54
WF_LX_ACC_T98_OD_ROUTE,,2020-10-21 05:18:09,2020-10-21 05:21:34,0:03:25
WF_LX_ACC_T98_OD_ROUTE,t98_od_route_dd0300,2020-10-21 05:18:09,2020-10-21 05:21:32,0:03:23
WF_LX_ACC_T98_OD_ROUTE,trigger_next_workflow,2020-10-21 05:21:32,2020-10-21 05:21:34,0:00:02
WF_LX_ACC_T98_AREAPASGR,,2020-10-21 05:21:33,2020-10-21 05:23:59,0:02:26
WF_LX_ACC_T98_AREAPASGR,t98_area_od_pasgr_date_st0300,2020-10-21 05:21:33,2020-10-21 05:23:58,0:02:25
WF_LX_ACC_T98_AREAPASGR,trigger_next_workflow,2020-10-21 05:23:58,2020-10-21 05:23:58,0:00:00
WF_LX_ACC_T98_PASGER_BASIC,,2020-10-21 05:21:33,2020-10-21 05:30:45,0:09:12
WF_LX_ACC_T98_PASGER_BASIC,t98_pasgr_date_st0300,2020-10-21 05:24:29,2020-10-21 05:27:21,0:02:52
WF_LX_ACC_T98_PASGER_BASIC,t98_pasgr_date_cms_st0300,2020-10-21 05:21:33,2020-10-21 05:24:29,0:02:56
WF_LX_ACC_T98_PASGER_BASIC,t98_pasgr_period_cms_st0300,2020-10-21 05:27:21,2020-10-21 05:28:39,0:01:18
WF_LX_ACC_T98_PASGER_BASIC,t98_pasgr_period_st_e0300,2020-10-21 05:28:39,2020-10-21 05:30:33,0:01:54
WF_LX_ACC_T98_PASGER_BASIC,t98_pasgr_period_st0300,2020-10-21 05:28:40,2020-10-21 05:30:34,0:01:54
WF_LX_ACC_T98_PASGER_BASIC,t98_pasgr_date_st_e0300,2020-10-21 05:24:30,2020-10-21 05:27:55,0:03:25
WF_LX_ACC_T98_PASGER_BASIC,trigger_next_workflow,2020-10-21 05:30:34,2020-10-21 05:30:36,0:00:02
WF_LX_ACC_T98_PASGER,,2020-10-21 05:30:35,2020-10-21 05:36:25,0:05:50
WF_LX_ACC_T98_PASGER,t98_dec_pasgr_period_st0300,2020-10-21 05:30:35,2020-10-21 05:36:24,0:05:49
WF_LX_ACC_T98_PASGER,trigger_next_workflow,2020-10-21 05:36:24,2020-10-21 05:36:25,0:00:01
WF_LX_ACC_T98_OD_ENTRY,,2020-10-21 05:21:33,2020-10-21 05:27:45,0:06:12
WF_LX_ACC_T98_OD_ENTRY,trigger_next_workflow,2020-10-21 05:27:43,2020-10-21 05:27:44,0:00:01
WF_LX_ACC_T98_OD_ENTRY,t98_od_pasgr_entry_date_st0300,2020-10-21 05:21:33,2020-10-21 05:24:47,0:03:14
WF_LX_ACC_T98_OD_ENTRY,t98_od_pasgr_entry_period_st0300,2020-10-21 05:24:47,2020-10-21 05:27:43,0:02:56
WF_LX_ACC_T98_OD_EXIT,,2020-10-21 05:21:34,2020-10-21 05:28:06,0:06:32
WF_LX_ACC_T98_OD_EXIT,t98_od_pasgr_exit_period_st0300,2020-10-21 05:25:17,2020-10-21 05:28:04,0:02:47
WF_LX_ACC_T98_OD_EXIT,trigger_next_workflow,2020-10-21 05:28:04,2020-10-21 05:28:04,0:00:00
WF_LX_ACC_T98_OD_EXIT,t98_od_pasgr_exit_date_st0300,2020-10-21 05:21:34,2020-10-21 05:25:17,0:03:43
WF_LX_ACC_T98_OD_LINE,,2020-10-21 05:30:35,2020-10-21 05:48:57,0:18:22
WF_LX_ACC_T98_OD_LINE,t98_ownline_enex_pq_period_st0300,2020-10-21 05:46:49,2020-10-21 05:47:42,0:00:53
WF_LX_ACC_T98_OD_LINE,t98_line_rscnt_pcnt_distr_d_st0300,2020-10-21 05:41:39,2020-10-21 05:44:15,0:02:36
WF_LX_ACC_T98_OD_LINE,t98_line_trancnt_pq_period_st0300,2020-10-21 05:43:49,2020-10-21 05:45:44,0:01:55
WF_LX_ACC_T98_OD_LINE,t98_line_rkm_pcnt_distr_d_st0300,2020-10-21 05:41:14,2020-10-21 05:43:49,0:02:35
WF_LX_ACC_T98_OD_LINE,t98_ownen_othex_pq_period_st0300,2020-10-21 05:45:33,2020-10-21 05:47:28,0:01:55
WF_LX_ACC_T98_OD_LINE,t98_ownline_enex_pq_date_st0300,2020-10-21 05:45:44,2020-10-21 05:47:22,0:01:38
WF_LX_ACC_T98_OD_LINE,trigger_next_workflow,2020-10-21 05:48:42,2020-10-21 05:48:43,0:00:01
WF_LX_ACC_T98_OD_LINE,t98_line_rmnt_pcnt_distr_st0300,2020-10-21 05:37:53,2020-10-21 05:41:16,0:03:23
WF_LX_ACC_T98_OD_LINE,t98_line_rscnt_pcnt_distr_st0300,2020-10-21 05:37:54,2020-10-21 05:41:39,0:03:45
WF_LX_ACC_T98_OD_LINE,t98_pass_ownline_pq_period_st0300,2020-10-21 05:47:28,2020-10-21 05:48:39,0:01:11
WF_LX_ACC_T98_OD_LINE,t98_ownen_othex_pq_date_st0300,2020-10-21 05:44:15,2020-10-21 05:46:49,0:02:34
WF_LX_ACC_T98_OD_LINE,t98_pass_ownline_pq_date_st0300,2020-10-21 05:47:22,2020-10-21 05:48:42,0:01:20
WF_LX_ACC_T98_OD_LINE,t98_line_rmnt_pcnt_distr_d_st0300,2020-10-21 05:41:16,2020-10-21 05:43:21,0:02:05
WF_LX_ACC_T98_OD_LINE,t98_line_trancnt_pq_date_st0300,2020-10-21 05:43:21,2020-10-21 05:45:33,0:02:12
WF_LX_ACC_T98_OD_LINE,t98_line_detail0300,2020-10-21 05:30:35,2020-10-21 05:37:52,0:07:17
WF_LX_ACC_T98_OD_LINE,t98_line_rkm_pcnt_distr_st0300,2020-10-21 05:37:52,2020-10-21 05:41:14,0:03:22
WF_LX_ACC_T98_OD_NET,,2020-10-21 05:30:36,2020-10-21 05:43:38,0:13:02
WF_LX_ACC_T98_OD_NET,t98_net_average_d_st0300,2020-10-21 05:39:22,2020-10-21 05:43:18,0:03:56
WF_LX_ACC_T98_OD_NET,t98_en_average_period_st0300,2020-10-21 05:32:50,2020-10-21 05:35:41,0:02:51
WF_LX_ACC_T98_OD_NET,t98_en_rkm_pcnt_distr_st0300,2020-10-21 05:32:51,2020-10-21 05:36:15,0:03:24
WF_LX_ACC_T98_OD_NET,Block,2020-10-21 05:32:57,2020-10-21 05:32:57,0:00:00
WF_LX_ACC_T98_OD_NET,t98_net_rscnt_pcnt_distr_st0300,2020-10-21 05:33:00,2020-10-21 05:37:25,0:04:25
WF_LX_ACC_T98_OD_NET,t98_en_rmnt_pcnt_distr_st0300,2020-10-21 05:32:53,2020-10-21 05:36:56,0:04:03
WF_LX_ACC_T98_OD_NET,t98_net_tmnt_pcnt_distr_st0300,2020-10-21 05:32:57,2020-10-21 05:37:24,0:04:27
WF_LX_ACC_T98_OD_NET,t98_net_rkm_pcnt_distr_d_st0300,2020-10-21 05:37:22,2020-10-21 05:41:25,0:04:03
WF_LX_ACC_T98_OD_NET,t98_net_rmnt_pcnt_distr_st0300,2020-10-21 05:32:59,2020-10-21 05:37:30,0:04:31
WF_LX_ACC_T98_OD_NET,t98_net_tmnt_pcnt_distr_d_st0300,2020-10-21 05:37:24,2020-10-21 05:41:39,0:04:15
WF_LX_ACC_T98_OD_NET,t98_net_rmnt_pcnt_distr_d_st0300,2020-10-21 05:37:30,2020-10-21 05:41:17,0:03:47
WF_LX_ACC_T98_OD_NET,t98_en_average_d_st0300,2020-10-21 05:32:49,2020-10-21 05:37:44,0:04:55
WF_LX_ACC_T98_OD_NET,trigger_next_workflow,2020-10-21 05:43:18,2020-10-21 05:43:18,0:00:00
WF_LX_ACC_T98_OD_NET,t98_net_rkm_pcnt_distr_st0300,2020-10-21 05:32:58,2020-10-21 05:37:22,0:04:24
WF_LX_ACC_T98_OD_NET,t98_net_rscnt_pcnt_distr_d_st0300,2020-10-21 05:37:25,2020-10-21 05:41:12,0:03:47
WF_LX_ACC_T98_OD_NET,t98_net_detail0300,2020-10-21 05:30:36,2020-10-21 05:32:48,0:02:12
WF_LX_ACC_T98_OD_NET,t98_net_average_period_st0300,2020-10-21 05:32:48,2020-10-21 05:39:22,0:06:34
WF_LX_ACC_T98_OD_NET,t98_en_rkm_pcnt_distr_d_st0300,2020-10-21 05:32:52,2020-10-21 05:37:28,0:04:36
WF_LX_ACC_T98_OD_NET,t98_en_rmnt_pcnt_distr_d_st0300,2020-10-21 05:32:54,2020-10-21 05:38:04,0:05:10
WF_LX_ACC_T98_OD_NET,t98_en_rscnt_pcnt_distr_d_st0300,2020-10-21 05:32:55,2020-10-21 05:36:55,0:04:00
WF_LX_ACC_T98_OD_NET,t98_en_rscnt_pcnt_distr_st0300,2020-10-21 05:32:56,2020-10-21 05:35:54,0:02:58
WF_LX_ACC_T98_SECT_FCRATE,,2020-10-21 05:21:34,2020-10-21 05:30:49,0:09:15
WF_LX_ACC_T98_SECT_FCRATE,t98_dec_sect_fcrate_period_st0300,2020-10-21 05:27:14,2020-10-21 05:30:46,0:03:32
WF_LX_ACC_T98_SECT_FCRATE,trigger_next_workflow,2020-10-21 05:30:46,2020-10-21 05:30:47,0:00:01
WF_LX_ACC_T98_SECT_FCRATE,t98_sect_fcrate_period_st0300,2020-10-21 05:21:34,2020-10-21 05:27:14,0:05:40
WF_LX_ACC_T98_IMBALANCE,,2020-10-21 05:30:47,2020-10-21 05:46:32,0:15:45
WF_LX_ACC_T98_IMBALANCE,t98_time_imbalance_coef_new_st0300,2020-10-21 05:42:47,2020-10-21 05:46:21,0:03:34
WF_LX_ACC_T98_IMBALANCE,t98_time_imbalance_coef_st0300,2020-10-21 05:31:57,2020-10-21 05:42:47,0:10:50
WF_LX_ACC_T98_IMBALANCE,t98_imbalance_coef_dtl0300,2020-10-21 05:30:47,2020-10-21 05:31:55,0:01:08
WF_LX_ACC_T98_IMBALANCE,trigger_next_workflow,2020-10-21 05:46:21,2020-10-21 05:46:22,0:00:01
WF_LX_ACC_T98_IMBALANCE,t98_bosom_imbalance_coef_new_st0300,2020-10-21 05:42:46,2020-10-21 05:45:31,0:02:45
WF_LX_ACC_T98_IMBALANCE,t98_bosom_imbalance_coef_st0300,2020-10-21 05:31:55,2020-10-21 05:42:46,0:10:51
WF_LX_ACC_T98_IMBALANCE,t98_drct_imbalance_coef_new_st0300,2020-10-21 05:39:45,2020-10-21 05:43:50,0:04:05
WF_LX_ACC_T98_IMBALANCE,t98_drct_imbalance_coef_st0300,2020-10-21 05:31:56,2020-10-21 05:39:45,0:07:49
WF_LX_ACC_T98_OD_TRANSFER,,2020-10-21 05:30:36,2020-10-21 05:48:22,0:17:46
WF_LX_ACC_T98_OD_TRANSFER,t98_line_average_period_st0300,2020-10-21 05:44:50,2020-10-21 05:47:20,0:02:30
WF_LX_ACC_T98_OD_TRANSFER,t98_avg_full_carry_rt_date_st0300,2020-10-21 05:34:54,2020-10-21 05:45:19,0:10:25
WF_LX_ACC_T98_OD_TRANSFER,trigger_next_workflow,2020-10-21 05:48:11,2020-10-21 05:48:12,0:00:01
WF_LX_ACC_T98_OD_TRANSFER,t98_pasgr_qtty_period_st0300,2020-10-21 05:43:20,2020-10-21 05:44:50,0:01:30
WF_LX_ACC_T98_OD_TRANSFER,t98_pasgr_qtty_date_st0300,2020-10-21 05:32:50,2020-10-21 05:34:54,0:02:04
WF_LX_ACC_T98_OD_TRANSFER,t98_tran_qtty_period_st0300,2020-10-21 05:38:37,2020-10-21 05:43:19,0:04:42
WF_LX_ACC_T98_OD_TRANSFER,t98_stat_term_qtty_period_st0300,2020-10-21 05:43:19,2020-10-21 05:46:10,0:02:51
WF_LX_ACC_T98_OD_TRANSFER,t98_line_average_d_st0300,2020-10-21 05:47:20,2020-10-21 05:48:11,0:00:51
WF_LX_ACC_T98_OD_TRANSFER,t98_stat_term_qtty_date_st0300,2020-10-21 05:32:51,2020-10-21 05:38:37,0:05:46
WF_LX_ACC_T98_OD_TRANSFER,t98_tran_qtty_date_st0300,2020-10-21 05:30:36,2020-10-21 05:32:50,0:02:14
WF_LX_ACC_T98_OD_NET_E,,2020-10-21 05:48:45,2020-10-21 06:03:20,0:14:35
WF_LX_ACC_T98_OD_NET_E,t98_net_detail_e0300,2020-10-21 05:48:45,2020-10-21 05:54:26,0:05:41
WF_LX_ACC_T98_OD_NET_E,t98_net_average_period_st_e0300,2020-10-21 05:54:26,2020-10-21 06:01:53,0:07:27
WF_LX_ACC_T98_OD_NET_E,t98_en_average_d_st_e0300,2020-10-21 05:54:27,2020-10-21 05:58:35,0:04:08
WF_LX_ACC_T98_OD_NET_E,t98_en_rkm_pcnt_distr_d_st_e0300,2020-10-21 05:54:29,2020-10-21 05:58:31,0:04:02
WF_LX_ACC_T98_OD_NET_E,t98_net_rmnt_pcnt_distr_st_e0300,2020-10-21 05:54:38,2020-10-21 05:59:01,0:04:23
WF_LX_ACC_T98_OD_NET_E,t98_net_average_d_st_e0300,2020-10-21 06:01:53,2020-10-21 06:03:15,0:01:22
WF_LX_ACC_T98_OD_NET_E,t98_en_average_period_st_e0300,2020-10-21 05:54:28,2020-10-21 05:56:44,0:02:16
WF_LX_ACC_T98_OD_NET_E,t98_net_tmnt_pcnt_distr_st_e0300,2020-10-21 05:54:35,2020-10-21 05:59:10,0:04:35
WF_LX_ACC_T98_OD_NET_E,t98_net_tmnt_pcnt_distr_d_st_e0300,2020-10-21 05:59:10,2020-10-21 06:01:42,0:02:32
WF_LX_ACC_T98_OD_NET_E,t98_en_rkm_pcnt_distr_st_e0300,2020-10-21 05:54:31,2020-10-21 05:57:33,0:03:02
WF_LX_ACC_T98_OD_NET_E,t98_en_rmnt_pcnt_distr_st_e0300,2020-10-21 05:54:32,2020-10-21 05:58:58,0:04:26
WF_LX_ACC_T98_OD_NET_E,t98_en_rscnt_pcnt_distr_d_st_e0300,2020-10-21 05:54:34,2020-10-21 05:59:21,0:04:47
WF_LX_ACC_T98_OD_NET_E,t98_net_rscnt_pcnt_distr_st_e0300,2020-10-21 05:54:36,2020-10-21 05:59:05,0:04:29
WF_LX_ACC_T98_OD_NET_E,t98_net_rkm_pcnt_distr_st_e0300,2020-10-21 05:54:37,2020-10-21 05:59:23,0:04:46
WF_LX_ACC_T98_OD_NET_E,t98_net_rscnt_pcnt_distr_d_st_e0300,2020-10-21 05:59:05,2020-10-21 06:01:33,0:02:28
WF_LX_ACC_T98_OD_NET_E,t98_en_rmnt_pcnt_distr_d_st_e0300,2020-10-21 05:54:30,2020-10-21 05:59:25,0:04:55
WF_LX_ACC_T98_OD_NET_E,t98_en_rscnt_pcnt_distr_st_e0300,2020-10-21 05:54:33,2020-10-21 05:57:48,0:03:15
WF_LX_ACC_T98_OD_NET_E,t98_net_rkm_pcnt_distr_d_st_e0300,2020-10-21 05:59:23,2020-10-21 06:01:31,0:02:08
WF_LX_ACC_T98_OD_NET_E,t98_net_rmnt_pcnt_distr_d_st_e0300,2020-10-21 05:59:01,2020-10-21 06:01:29,0:02:28
WF_LX_ACC_T98_FINANCE,,2020-10-19 10:55:49,2020-10-19 11:06:13,0:10:24
WF_LX_ACC_T98_FINANCE,t98_line_cfee_pcnt_distr_d_st0300,2020-10-19 10:59:24,2020-10-19 11:00:30,0:01:06
WF_LX_ACC_T98_FINANCE,t98_line_pcnt_income_date_st0300,2020-10-19 10:59:42,2020-10-19 11:02:44,0:03:02
WF_LX_ACC_T98_FINANCE,t98_line_pcnt_income_date_st_rec0300,2020-10-19 11:02:44,2020-10-19 11:04:25,0:01:41
WF_LX_ACC_T98_FINANCE,t98_stn_line_average_fee_d_st0300,2020-10-19 11:03:20,2020-10-19 11:04:51,0:01:31
WF_LX_ACC_T98_FINANCE,trigger_next_workflow,2020-10-19 11:06:03,2020-10-19 11:06:04,0:00:01
WF_LX_ACC_T98_FINANCE,t98_line_amt0300,2020-10-19 10:55:49,2020-10-19 10:58:22,0:02:33
WF_LX_ACC_T98_FINANCE,t98_line_clr_fee_pcnt_distr_st0300,2020-10-19 10:58:22,2020-10-19 10:59:24,0:01:02
WF_LX_ACC_T98_FINANCE,t98_line_pcnt_income_period_st0300,2020-10-19 10:58:23,2020-10-19 10:59:42,0:01:19
WF_LX_ACC_T98_FINANCE,t98_net_pcnt_income_st0300,2020-10-19 11:04:25,2020-10-19 11:05:02,0:00:37
WF_LX_ACC_T98_FINANCE,t98_net_pcnt_income_st_rec0300,2020-10-19 11:02:45,2020-10-19 11:03:20,0:00:35
WF_LX_ACC_T98_FINANCE,t98_stn_line_fee_distr_d_st0300,2020-10-19 11:04:51,2020-10-19 11:06:03,0:01:12
WF_LX_ACC_T98_FINANCE_E,,2020-10-19 11:06:04,2020-10-19 11:15:32,0:09:28
WF_LX_ACC_T98_FINANCE_E,t98_line_clr_fee_pcnt_distr_st_e0300,2020-10-19 11:08:38,2020-10-19 11:09:32,0:00:54
WF_LX_ACC_T98_FINANCE_E,t98_line_cfee_pcnt_distr_d_st_e0300,2020-10-19 11:09:32,2020-10-19 11:11:50,0:02:18
WF_LX_ACC_T98_FINANCE_E,t98_line_pcnt_income_period_st_e0300,2020-10-19 11:08:39,2020-10-19 11:10:02,0:01:23
WF_LX_ACC_T98_FINANCE_E,t98_line_pcnt_income_date_st_e0300,2020-10-19 11:10:02,2020-10-19 11:12:09,0:02:07
WF_LX_ACC_T98_FINANCE_E,t98_net_pcnt_income_st_e0300,2020-10-19 11:12:09,2020-10-19 11:12:37,0:00:28
WF_LX_ACC_T98_FINANCE_E,t98_stn_line_average_fee_d_st_e0300,2020-10-19 11:12:40,2020-10-19 11:14:03,0:01:23
WF_LX_ACC_T98_FINANCE_E,t98_stn_line_fee_distr_d_st_e0300,2020-10-19 11:14:03,2020-10-19 11:15:30,0:01:27
WF_LX_ACC_T98_FINANCE_E,t98_line_amt_e0300,2020-10-19 11:06:04,2020-10-19 11:08:38,0:02:34
WF_LX_ACC_T98_TICKET,,2020-10-21 05:18:10,2020-10-21 05:18:51,0:00:41
WF_LX_ACC_T98_TICKET,t98_tkt_cyc_distr_d_st0300,2020-10-21 05:18:10,2020-10-21 05:18:51,0:00:41
WF_LX_ACC_T80_TRAIN,,2020-10-21 04:55:33,2020-10-21 05:01:11,0:05:38
WF_LX_ACC_T80_TRAIN,t80_train0200,2020-10-21 04:55:33,2020-10-21 04:57:04,0:01:31
WF_LX_ACC_T80_TRAIN,t80_train_modify0200,2020-10-21 04:57:04,2020-10-21 05:01:11,0:04:07
WF_LX_ACC_T98_PASGER_E,,2020-10-21 05:48:43,2020-10-21 05:54:13,0:05:30
WF_LX_ACC_T98_PASGER_E,t98_dec_pasgr_period_st_e0300,2020-10-21 05:48:43,2020-10-21 05:54:13,0:05:30
WF_LX_ACC_T98_OD_ENTRY_E,,2020-10-21 05:48:44,2020-10-21 06:09:27,0:20:43
WF_LX_ACC_T98_OD_ENTRY_E,t98_od_pasgr_entry_date_st_e0300,2020-10-21 06:00:28,2020-10-21 06:09:27,0:08:59
WF_LX_ACC_T98_OD_ENTRY_E,t98_od_pasgr_entry_period_st_e0300,2020-10-21 05:48:44,2020-10-21 06:00:28,0:11:44
WF_LX_ACC_T98_OD_EXIT_E,,2020-10-21 05:48:44,2020-10-21 06:09:39,0:20:55
WF_LX_ACC_T98_OD_EXIT_E,t98_od_pasgr_exit_date_st_e0300,2020-10-21 05:48:44,2020-10-21 06:01:37,0:12:53
WF_LX_ACC_T98_OD_EXIT_E,t98_od_pasgr_exit_period_st_e0300,2020-10-21 06:01:37,2020-10-21 06:09:39,0:08:02
WF_LX_TCC_DEVICE,,2020-10-20 13:00:03,2020-10-20 13:47:34,0:47:31
WF_LX_TCC_DEVICE,t30_config_point_para_his0200,2020-10-20 13:21:00,2020-10-20 13:22:18,0:01:18
WF_LX_TCC_DEVICE,t30_config_point_status_his0200,2020-10-20 13:22:19,2020-10-20 13:25:04,0:02:45
WF_LX_TCC_DEVICE,t30_config_point_alarm_val_his0200,2020-10-20 13:25:05,2020-10-20 13:26:17,0:01:12
WF_LX_TCC_DEVICE,t30_config_point_rela_his_entity0200,2020-10-20 13:46:08,2020-10-20 13:47:34,0:01:26
WF_LX_TCC_DEVICE,t30_config_point0200,2020-10-20 13:00:04,2020-10-20 13:00:58,0:00:54
WF_LX_TCC_DEVICE,t98_device_alarm_stat_rpt0300,2020-10-20 13:01:36,2020-10-20 13:02:15,0:00:39
WF_LX_TCC_DEVICE,t30_config_point_para_val_his0200,2020-10-20 13:26:18,2020-10-20 13:36:18,0:10:00
